Save Set Details by Client

Server Name: all
Group Name: all
Client Name: all
Save Set Name: all
Status: all
Backup Type: all
Level: all
Group Start Time: from earliest available to 12/4/08 4:54:51 PM

Client Name,Save Set Name,Save Set ID,Group Start Time,Save Type,Level,Status
p570a,/dev/rxz_data10g_73,1042724308,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_73,3541923784,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_73,4229184820,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_74,3508369427,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_74,1009169881,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_74,4195630398,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_75,3491592221,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_75,4212407614,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_75,992392680,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_76,4178853212,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_76,3474815025,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_76,975615474,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_77,3458037844,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_77,958838263,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_77,4162076056,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_78,942061077,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_78,4145298870,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_78,3441260633,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_79,3424483418,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_79,925283881,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_79,4128521714,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_80,4111744523,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_80,908506715,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_80,3407706211,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_81,4094967322,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_81,891729544,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_81,3390929065,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_82,4078190121,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_82,874952333,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_82,3374151904,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_83,3340597499,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_83,858175157,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_83,4061412921,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_84,841397951,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_84,3357374713,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_84,4044635744,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_85,824620850,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_85,4027858568,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_85,3323820316,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_86,807843635,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_86,4011081383,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_86,3307043150,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_87,3290265949,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_87,791066538,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_87,3994304176,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_88,774289337,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_88,3256711577,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_88,3977526990,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_89,3239934421,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_89,3960749774,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_89,757512166,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_90,3223157220,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_90,740734970,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_90,3943972593,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_91,3206380024,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_91,3927195422,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_91,723957799,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_92,3189602823,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_92,707180583,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_92,3910418226,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_93,673626162,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_93,3893641100,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_93,3172825642,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_94,3876863889,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_94,690403377,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_94,3156048471,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_95,3139271270,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_95,3860086748,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_95,656848960,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_96,640071764,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_96,3843309552,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_96,3122494059,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_97,623294563,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_97,3826532356,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_97,3105716858,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_98,3809755155,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_98,606517352,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_98,3088939642,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_99,3792977964,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_99,589740161,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_99,3072162436,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_redo01,2988276511,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_redo01,505854216,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_redo01,3709092004,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_redo02,2971499315,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_redo02,3692314798,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_redo02,489077005,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_redo03,3675537592,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_redo03,2954722104,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_redo03,472299804,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_redo04,455522598,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_redo04,3658760381,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_redo04,2937944903,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_redo05,438745382,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_redo05,3641983177,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_redo05,2921167692,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_system01,421968181,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_system01,2904390481,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_system01,3591651532,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_temp01,2887613275,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_temp01,405190965,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_temp01,3625205964,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_temp02,3608428748,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_temp02,2870836064,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_temp02,388413749,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_temp03,371636553,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_temp03,3574874321,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_temp03,2854058848,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_temp04,3558097115,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_temp04,2837281642,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_temp04,354859342,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_tools01,3541319909,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_tools01,338082146,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_tools01,2820504476,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_tools02,2803727285,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_tools02,3524542708,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_tools02,321304945,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_undo01,3507765502,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_undo01,304527749,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_undo01,2786950084,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_undo02,3457433860,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_undo02,2770172873,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_undo02,287750558,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_undo03,2753395674,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_undo03,3474211076,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_undo03,270973417,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_undo04,254196236,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_undo04,3490988291,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_undo04,2736618461,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_users01,3440656658,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_users01,237419051,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_users01,2719841305,11/14/08 8:28:29 PM,save,full,succeeded
p570b,/dev/rjf_control01,2870315525,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_control02,2786429493,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_control03,2601880190,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_01,2618657406,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_02,2769652277,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_03,2853538309,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_04,2836761093,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_05,2668989035,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_06,2819983877,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_07,2702543466,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_08,2736097846,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_09,2685766250,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_10,2635434621,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_100,2652211837,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_101,2752875062,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_102,2803206681,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_103,2719320656,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_104,2585103013,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_105,2568326057,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_106,2551548851,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_107,2534771635,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_108,2517994459,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_109,2501217328,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_11,2467662942,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_110,2484440157,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_111,2450885730,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_112,2434108544,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_113,2417331358,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_114,2400554147,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_115,2383776941,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_116,2366999730,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_117,2350222519,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_118,2299890881,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_119,2333445313,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_12,2316668097,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_120,2283113720,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_121,2266336704,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_122,2249559523,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_123,2232782337,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_124,2216005181,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_125,2199228035,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_126,2182450844,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_127,2165673728,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_128,2148896592,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_129,2132119431,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_13,2115342255,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_130,2098565054,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_131,2081787858,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_132,2065010677,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_133,2048233471,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_134,2031456280,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_135,2014679099,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_136,1997901938,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_137,1981124742,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_138,1964347596,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_139,1947570415,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_14,1578472753,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_140,1930793204,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_141,1914016043,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_142,1897238842,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_143,1880461756,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_144,1863684595,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_145,1846907499,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_146,1830130313,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_147,1813353102,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_148,1796575921,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_149,1779798725,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_15,1561695642,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_150,1763021514,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_151,1746244378,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_152,1712689952,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_153,1729467167,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_154,1695912750,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_155,1662358338,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_156,1679135554,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_157,1645581162,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_158,1628803956,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_159,1612026745,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_16,1544918476,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_160,1595249739,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_17,1528141265,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_18,1511364089,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_19,1494586913,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_20,1477809712,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_21,1461032611,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_22,1377146634,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_23,1444255400,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_24,1427478224,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_25,1410701018,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_26,1393923842,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_27,1360369420,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_28,1343592224,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_29,1326815018,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_30,1310037807,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_31,1293260596,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_32,1276483390,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_33,1242928968,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_34,1259706184,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_35,1226151827,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_36,1209374631,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_37,1192597415,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_38,1175820299,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_39,1159043083,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_40,1142265892,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_41,1108711560,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_42,1125488776,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_43,1091934349,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_44,1075157138,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_45,1058380012,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_46,1041602896,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_47,1008048509,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_48,1024825725,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_49,991271298,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_50,974494102,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_51,957716891,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_52,940939685,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_53,907385283,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_54,924162499,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_55,890608092,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_56,873830881,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_57,857053705,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_58,840276539,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_59,823499323,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_60,806722112,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_61,789944906,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_62,773167710,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_63,756390514,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_64,739613338,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_65,722836162,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_66,706058956,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_67,689281950,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_68,672504744,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_69,655727543,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_70,638950327,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_71,622173186,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_72,605395975,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_73,588618764,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_74,571841553,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_75,555064337,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_76,538287131,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_77,521509945,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_78,504732739,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_79,487955543,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_80,471178332,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_81,454401151,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_82,437623970,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_83,420846794,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_84,404069668,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_85,387292522,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_86,370515321,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_87,353738180,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_88,320183763,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_89,336960979,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_90,303406557,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_91,286629366,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_92,269852165,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_93,253074974,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_94,236297788,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_95,219520592,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_96,202743426,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_97,185966220,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_98,169189009,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_data10g_99,152411818,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_redo01,118857396,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_redo02,135634612,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_redo03,102080200,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_redo04,85302989,11/8/08 8:44:04 PM,save,full,succeeded
p570b,/dev/rjf_redo05,51748582,11/8/08 8:44:04 PM,save,full,succeeded
