Save Set Details by Client

Server Name: all
Group Name: all
Client Name: all
Save Set Name: all
Status: all
Backup Type: all
Level: all
Group Start Time: from earliest available to 12/4/08 4:54:51 PM

Client Name,Save Set Name,Save Set ID,Group Start Time,Save Type,Level,Status
p570a,/dev/rxz_data10g_03,1007957299,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_03,2267458894,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_03,287141836,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_04,1999023478,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_04,1041511730,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_04,438136701,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_05,354250681,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_05,1175729368,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_05,2200350036,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_06,2049355124,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_06,1108620527,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_06,421359485,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_07,2166795613,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_07,387805055,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_07,1226061014,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_08,488468345,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_08,2317790541,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_08,924071262,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_09,303919033,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_09,2066132340,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_09,890516845,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_10,940848477,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_10,1982246263,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_10,471691130,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_100,3055385305,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_100,556185759,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_100,3776200773,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_101,3759423562,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_101,572962975,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_101,3038608099,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_102,539408553,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_102,3021830893,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_102,3742646411,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_103,3725869215,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_103,522631402,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_103,3005053687,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_11,907294061,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_11,186478584,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_11,2082909556,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_12,1058288946,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_12,404582270,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_12,2233904468,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_13,1091843311,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_13,270364621,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_13,2015800693,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_14,1209283799,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_14,169701368,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_14,2032577909,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_15,2217127252,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_15,253587405,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_15,957625693,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_16,1158952172,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_16,2150018399,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_16,371027860,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_17,203255760,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_17,2133241188,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_17,1075066117,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_18,152924152,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_18,856962444,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_18,2116463982,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_19,136147331,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_19,823408298,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_19,1965469528,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_20,840185514,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_20,1931915158,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_20,119370145,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_21,806631226,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_21,102592974,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_21,1898360764,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_22,789854015,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_22,1915137980,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_22,85815763,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_23,69038562,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_23,773076804,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_23,1881583553,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_24,52261371,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_24,756299618,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_24,1864806337,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_25,739522422,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_25,35484215,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_25,1848029141,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_26,722745231,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_26,18707029,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_26,1831251940,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_27,705968075,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_27,1814474762,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_27,1929833,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_28,1797697553,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_28,689190924,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_28,4263342787,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_29,672413709,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_29,1780920352,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_29,4280120003,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_30,1764143186,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_30,655636502,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_30,4246565616,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_31,4229788435,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_31,1747366015,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_31,638859321,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_32,4196234028,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_32,1730588849,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_32,622082125,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_33,1713811633,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_33,605304994,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_33,4213011244,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_34,571750572,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_34,4179456832,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_34,1697034427,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_35,1680257276,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_35,554973356,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_35,4162679616,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_36,538196145,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_36,4145902430,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_36,1663480090,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_37,4129125219,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_37,1646702889,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_37,521418969,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_38,504641868,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_38,4112348023,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_38,1629925708,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_39,1613148602,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_39,4095570827,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_39,487864677,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_40,4078793726,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_40,471087511,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_40,1596371406,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_41,454310355,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_41,1579594230,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_41,4062016540,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_42,1562817144,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_42,4045239394,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_42,437533169,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_43,420755983,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_43,4028462183,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_43,1546039928,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_44,1529262737,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_44,4011684967,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_44,403978802,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_45,3994907871,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_45,387201591,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_45,1512485526,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_46,370424430,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_46,3978130710,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_46,1495708340,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_47,353647224,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_47,1478931150,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_47,3961353515,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_48,336870018,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_48,1462153938,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_48,3944576358,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_49,320092832,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_49,1428599516,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_49,3927799142,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_50,1445376732,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_50,303315636,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_50,3911021927,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_51,1411822300,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_51,3894244715,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_51,286538446,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_52,3877467539,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_52,1395045124,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_52,269761294,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_53,3860690353,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_53,252984093,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_53,1378267963,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_54,236206897,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_54,3843913142,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_54,1344713571,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_55,219429686,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_55,1327936405,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_55,3810358745,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_56,3827135961,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_56,202652510,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_56,1311159204,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_57,185875309,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_57,1294382003,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_57,3793581549,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_58,1277604792,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_58,3776804348,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_58,169098103,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_59,1260827621,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_59,152320897,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_59,3760027147,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_60,3743249936,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_60,135543721,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_60,1244050435,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_61,3726472735,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_61,118766535,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_61,1227273239,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_62,101989389,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_62,3709695564,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_62,1210496088,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_63,85212183,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_63,1193718877,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_63,3692918388,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_64,588527778,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_64,1176941801,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_64,3676141262,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_65,1160164615,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_65,68435027,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_65,3659364156,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_66,1143387444,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_66,3642586945,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_66,51657821,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_67,3625809769,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_67,1126610293,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_67,34880640,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_68,3609032578,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_68,1109833107,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_68,18103479,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_69,1093055897,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_69,1326268,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_69,3592255377,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_70,4279516433,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_70,3575478171,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_70,1076278720,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_71,4262739222,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_71,1059501524,11/21/08 8:42:22 PM,save,full,succeeded
p570a,/dev/rxz_data10g_71,3558700955,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_72,4245962021,11/7/08 8:28:26 PM,save,full,succeeded
p570a,/dev/rxz_data10g_72,3525146568,11/14/08 8:28:29 PM,save,full,succeeded
p570a,/dev/rxz_data10g_72,1025947092,11/21/08 8:42:22 PM,save,full,succeeded
