Users by Last Logout Time

Last Logout Time: from earliest available to 12/4/08 4:55:39 PM

Last Logout Time,Last Login Time,User Name,Full Name,Description
12/4/08 4:55:33 PM,12/4/08 4:55:36 PM,administrator,Administrator account,Administrator account
