Save Set Summary

Server Name: all
Group Name: all
Client Name: all
Save Set Name: all
Backup Type: all
Level: all
Save Time: from earliest available to 12/4/08 4:53:02 PM

Save Set Name,Amount of Data,Number of Files,Number of Save Sets
/,4794224876,97,1
/arcbk/,14699613159880,411572,4416
/arcbk/arch_1_63911.arc,536123204,28,1
/arcbk/arch_1_64003.arc,536124756,28,1
/arcbk/arch_1_64031.arc,536125028,28,1
/arcbk/arch_1_64032.arc,536125568,28,1
/arcbk/arch_1_64033.arc,536127644,28,1
/arcbk/arch_1_64067.arc,536128596,28,1
/arcbk/arch_1_64068.arc,536128624,28,1
/arcbk/arch_1_64069.arc,536128652,28,1
/arcbk/arch_1_64070.arc,536128680,28,1
/arcbk/arch_1_64071.arc,536128708,28,1
/arcbk/arch_1_64072.arc,536128736,28,1
/arcbk/arch_1_64073.arc,536128764,28,1
/arcbk/arch_1_64074.arc,536128792,28,1
/arcbk/arch_1_64075.arc,536128820,28,1
/arcbk/arch_1_64076.arc,536128848,28,1
/arcbk/arch_1_64201.arc,536132516,29,1
/arcbk/arch_1_64205.arc,536132628,29,1
/arcbk/arch_1_64206.arc,536132656,29,1
/arcbk/arch_1_64249.arc,536133860,29,1
/arcbk/arch_1_64250.arc,536133888,29,1
/arcbk/arch_1_64251.arc,536133916,29,1
/arcbk/arch_1_64252.arc,536133944,29,1
/arcbk/arch_1_64491.arc,536140804,30,1
/arcbk/arch_1_64494.arc,536140888,30,1
/arcbk/arch_1_64531.arc,536141924,30,1
/arcbk/arch_1_64532.arc,536139904,30,1
/arcbk/arch_1_64533.arc,536141980,30,1
/arcbk/arch_1_64555.arc,536142596,30,1
/arcbk/arch_1_64558.arc,536142680,30,1
/arcbk/arch_1_64577.arc,536143212,30,1
/arcbk/arch_1_64578.arc,536143240,30,1
/arcbk/arch_1_64579.arc,536137636,30,1
/arcbk/arch_1_64582.arc,536143352,30,1
/arcbk/arch_1_64585.arc,3023632,30,1
/arcbk/arch_1_64589.arc,536142012,30,1
/arcbk/arch_1_64592.arc,536143120,30,1
/arcbk/arch_1_64593.arc,536141612,30,1
/arcbk/arch_1_64646.arc,536145144,30,1
/arcbk/arch_1_64649.arc,536144204,30,1
/arcbk/arch_1_64650.arc,536145256,30,1
/arcbk/arch_1_64651.arc,536145284,30,1
/arcbk/arch_1_64652.arc,536145312,30,1
/arcbk/arch_1_64653.arc,536145340,30,1
/arcbk/arch_1_64654.arc,536145368,30,1
/arcbk/arch_1_64657.arc,536145452,30,1
/arcbk/arch_1_64658.arc,536145480,30,1
/arcbk/arch_1_64659.arc,536145676,31,1
/arcbk/arch_1_64660.arc,536145704,31,1
/arcbk/arch_1_64672.arc,536146040,31,1
/arcbk/arch_1_64675.arc,536146124,31,1
/arcbk/arch_1_64676.arc,536146152,31,1
/arcbk/arch_1_64677.arc,536143620,31,1
/arcbk/arch_1_64680.arc,536146264,31,1
/arcbk/arch_1_64683.arc,536146348,31,1
/arcbk/arch_1_64684.arc,536146376,31,1
/arcbk/arch_1_64687.arc,536146460,31,1
/arcbk/arch_1_64688.arc,536146488,31,1
/arcbk/arch_1_64689.arc,536146516,31,1
/arcbk/arch_1_64690.arc,536146544,31,1
/arcbk/arch_1_64691.arc,536146572,31,1
/arcbk/arch_1_64692.arc,536146088,31,1
/arcbk/arch_1_64768.arc,536148728,31,1
/arcbk/arch_1_64769.arc,536148756,31,1
/arcbk/arch_1_64770.arc,536148784,31,1
/arcbk/arch_1_64771.arc,536148812,31,1
/arcbk/arch_1_64774.arc,536148896,31,1
/arcbk/arch_1_64775.arc,536148924,31,1
/arcbk/arch_1_64776.arc,536146392,31,1
/arcbk/arch_1_64779.arc,536149036,31,1
/arcbk/arch_1_64786.arc,536149232,31,1
/arcbk/arch_1_64795.arc,536149484,31,1
/arcbk/arch_1_64796.arc,536149512,31,1
/arcbk/arch_1_64797.arc,536149540,31,1
/arcbk/arch_1_64798.arc,536149568,31,1
/arcbk/arch_1_64801.arc,536149652,31,1
/arcbk/arch_1_64804.arc,536149736,31,1
/arcbk/arch_1_64808.arc,536146264,31,1
/arcbk/arch_1_64809.arc,536149876,31,1
/arcbk/arch_1_64810.arc,536149904,31,1
/arcbk/arch_1_64811.arc,536149932,31,1
/arcbk/arch_1_64812.arc,536149960,31,1
/arcbk/arch_1_64815.arc,867156,31,1
/arcbk/arch_1_64816.arc,536150072,31,1
/arcbk/arch_1_64817.arc,536149588,31,1
/arcbk/arch_1_64818.arc,536150128,31,1
/arcbk/arch_1_64819.arc,536144012,31,1
/arcbk/arch_1_64820.arc,536149672,31,1
/arcbk/arch_1_64863.arc,536151388,31,1
/arcbk/arch_1_64864.arc,536151416,31,1
/arcbk/arch_1_64865.arc,536151444,31,1
/arcbk/arch_1_64866.arc,536151472,31,1
/arcbk/arch_1_64867.arc,536150476,31,1
/arcbk/arch_1_64868.arc,536151528,31,1
/arcbk/arch_1_64869.arc,536151556,31,1
/arcbk/arch_1_64870.arc,536151584,31,1
/arcbk/arch_1_64871.arc,536151612,31,1
/arcbk/arch_1_64886.arc,536152032,31,1
/arcbk/arch_1_64887.arc,536152060,31,1
/arcbk/arch_1_64888.arc,536152088,31,1
/arcbk/arch_1_64889.arc,536152116,31,1
/arcbk/arch_1_64890.arc,536152144,31,1
/arcbk/arch_1_64891.arc,536152172,31,1
/arcbk/arch_1_64894.arc,536152256,31,1
/arcbk/arch_1_64897.arc,536152340,31,1
/arcbk/arch_1_64900.arc,536152424,31,1
/arcbk/arch_1_64901.arc,536152452,31,1
/arcbk/arch_1_64902.arc,536152480,31,1
/arcbk/arch_1_64906.arc,536152592,31,1
/arcbk/arch_1_64909.arc,2345136,31,1
/arcbk/arch_1_64910.arc,536152704,31,1
/arcbk/arch_1_64911.arc,536152732,31,1
/arcbk/arch_1_64912.arc,536152760,31,1
/arcbk/arch_1_64913.arc,536152788,31,1
/arcbk/arch_1_64914.arc,536152816,31,1
/arcbk/arch_1_64915.arc,536152844,31,1
/arcbk/arch_1_64955.arc,536154132,32,1
/arcbk/arch_1_64956.arc,536154160,32,1
/arcbk/arch_1_64957.arc,536154188,32,1
/arcbk/arch_1_64958.arc,536154216,32,1
/arcbk/arch_1_64959.arc,536154244,32,1
/arcbk/arch_1_64960.arc,536147104,32,1
/arcbk/arch_1_64961.arc,536148156,32,1
/arcbk/arch_1_64962.arc,536154328,32,1
/arcbk/arch_1_64963.arc,536154356,32,1
/arcbk/arch_1_64964.arc,536154384,32,1
/arcbk/arch_1_64965.arc,536154412,32,1
/arcbk/arch_1_64966.arc,536154440,32,1
/arcbk/arch_1_64976.arc,536154720,32,1
/arcbk/arch_1_64980.arc,536154832,32,1
/arcbk/arch_1_65000.arc,536155392,32,1
/arcbk/arch_1_65007.arc,536155588,32,1
/arcbk/arch_1_65045.arc,536156652,32,1
/arcbk/arch_1_65078.arc,536157576,32,1
/arcbk/arch_1_65079.arc,536157604,32,1
/arcbk/arch_1_65080.arc,536157632,32,1
/arcbk/arch_1_65081.arc,536157660,32,1
/arcbk/arch_1_65082.arc,536157688,32,1
/arcbk/arch_1_65085.arc,536157772,32,1
/arcbk/arch_1_65086.arc,536157800,32,1
/arcbk/arch_1_65087.arc,536155780,32,1
/arcbk/arch_1_65088.arc,536156832,32,1
/arcbk/arch_1_65089.arc,536157884,32,1
/arcbk/arch_1_65090.arc,536157912,32,1
/arcbk/arch_1_65133.arc,536159116,32,1
/arcbk/arch_1_65136.arc,284332,32,1
/arcbk/arch_1_65168.arc,536160096,32,1
/arcbk/arch_1_65169.arc,536160124,32,1
/arcbk/arch_1_65170.arc,536160152,32,1
/arcbk/arch_1_65171.arc,536160180,32,1
/arcbk/arch_1_65172.arc,536154576,32,1
/arcbk/arch_1_65173.arc,536160236,32,1
/arcbk/arch_1_65176.arc,536160320,32,1
/arcbk/arch_1_65179.arc,536160404,32,1
/arcbk/arch_1_65180.arc,536160432,32,1
/arcbk/arch_1_65181.arc,536160460,32,1
/arcbk/arch_1_65184.arc,536160544,32,1
/arcbk/arch_1_65185.arc,536160572,32,1
/arcbk/arch_1_65186.arc,536160600,32,1
/arcbk/arch_1_65187.arc,536160628,32,1
/arcbk/arch_1_65188.arc,536160656,32,1
/arcbk/arch_1_65191.arc,269488,32,1
/arcbk/arch_1_65222.arc,536160240,33,1
/arcbk/arch_1_65223.arc,536161804,33,1
/arcbk/arch_1_65228.arc,536161944,33,1
/arcbk/arch_1_65229.arc,536161972,33,1
/arcbk/arch_1_65230.arc,536162000,33,1
/arcbk/arch_1_65231.arc,536162028,33,1
/arcbk/arch_1_65234.arc,536162112,33,1
/arcbk/arch_1_65235.arc,536162140,33,1
/arcbk/arch_1_65236.arc,536162168,33,1
/arcbk/arch_1_65237.arc,536162196,33,1
/arcbk/arch_1_65238.arc,536162224,33,1
/arcbk/arch_1_65239.arc,536162252,33,1
/arcbk/arch_1_65240.arc,536155624,33,1
/arcbk/arch_1_65243.arc,536162364,33,1
/arcbk/arch_1_65244.arc,536162392,33,1
/arcbk/arch_1_65245.arc,536162420,33,1
/arcbk/arch_1_65246.arc,536162448,33,1
/arcbk/arch_1_65285.arc,536163540,33,1
/arcbk/arch_1_65286.arc,536161520,33,1
/arcbk/arch_1_65287.arc,536163596,33,1
/arcbk/arch_1_65288.arc,536163624,33,1
/arcbk/arch_1_65289.arc,536163652,33,1
/arcbk/arch_1_65290.arc,536163680,33,1
/arcbk/arch_1_65291.arc,536163708,33,1
/arcbk/arch_1_65292.arc,536163736,33,1
/arcbk/arch_1_65293.arc,536163764,33,1
/arcbk/arch_1_65294.arc,536163792,33,1
/arcbk/arch_1_65295.arc,536163820,33,1
/arcbk/arch_1_65296.arc,536163848,33,1
/arcbk/arch_1_65297.arc,536163876,33,1
/arcbk/arch_1_65298.arc,536163392,33,1
/arcbk/arch_1_65299.arc,536163932,33,1
/arcbk/arch_1_65354.arc,536165472,33,1
/arcbk/arch_1_65355.arc,536165500,33,1
/arcbk/arch_1_65356.arc,536165528,33,1
/arcbk/arch_1_65357.arc,536165556,33,1
/arcbk/arch_1_65358.arc,536165584,33,1
/arcbk/arch_1_65359.arc,536165612,33,1
/arcbk/arch_1_65360.arc,536165640,33,1
/arcbk/arch_1_65361.arc,536165668,33,1
/arcbk/arch_1_65362.arc,536165696,33,1
/arcbk/arch_1_65363.arc,536163676,33,1
/arcbk/arch_1_65364.arc,536165752,33,1
/arcbk/arch_1_65365.arc,536165780,33,1
/arcbk/arch_1_65366.arc,536165808,33,1
/arcbk/arch_1_65367.arc,536165836,33,1
/arcbk/arch_1_65370.arc,326904,33,1
/arcbk/arch_1_65400.arc,536166760,33,1
/arcbk/arch_1_65401.arc,536166788,33,1
/arcbk/arch_1_65411.arc,536167068,33,1
/arcbk/arch_1_65414.arc,536167152,33,1
/arcbk/arch_1_65415.arc,536167180,33,1
/arcbk/arch_1_65416.arc,536167208,33,1
/arcbk/arch_1_65417.arc,536167236,33,1
/arcbk/arch_1_65418.arc,536167264,33,1
/arcbk/arch_1_65419.arc,536167292,33,1
/arcbk/arch_1_65432.arc,536167656,33,1
/arcbk/arch_1_65433.arc,536167172,33,1
/arcbk/arch_1_65434.arc,536167712,33,1
/arcbk/arch_1_65435.arc,536167740,33,1
/arcbk/arch_1_65438.arc,554124,33,1
/arcbk/arch_1_65507.arc,536168900,34,1
/arcbk/arch_1_65508.arc,536169952,34,1
/arcbk/arch_1_65509.arc,536169980,34,1
/arcbk/arch_1_65510.arc,536170008,34,1
/arcbk/arch_1_65511.arc,536167476,34,1
/arcbk/arch_1_65517.arc,536170204,34,1
/arcbk/arch_1_65518.arc,536170232,34,1
/arcbk/arch_1_65519.arc,536170260,34,1
/arcbk/arch_1_65520.arc,536167216,34,1
/arcbk/arch_1_65521.arc,536170316,34,1
/arcbk/arch_1_65524.arc,536170400,34,1
/arcbk/arch_1_65525.arc,536170428,34,1
/arcbk/arch_1_65526.arc,536170456,34,1
/arcbk/arch_1_65527.arc,536170484,34,1
/arcbk/arch_1_65528.arc,536168464,34,1
/arcbk/arch_1_65529.arc,536170540,34,1
/arcbk/arch_1_65532.arc,1249280,34,1
/arcbk/arch_1_65533.arc,536170652,34,1
/arcbk/arch_1_65564.arc,536171520,34,1
/arcbk/arch_1_65565.arc,536171548,34,1
/arcbk/arch_1_65566.arc,536171576,34,1
/arcbk/arch_1_65569.arc,536171148,34,1
/arcbk/arch_1_65572.arc,536171744,34,1
/arcbk/arch_1_65573.arc,536171772,34,1
/arcbk/arch_1_65574.arc,536171800,34,1
/arcbk/arch_1_65575.arc,536171828,34,1
/arcbk/arch_1_65576.arc,536171856,34,1
/arcbk/arch_1_65577.arc,536171884,34,1
/arcbk/arch_1_65578.arc,536171912,34,1
/arcbk/arch_1_65579.arc,536171940,34,1
/arcbk/arch_1_65587.arc,536172164,34,1
/arcbk/arch_1_65588.arc,536172192,34,1
/arcbk/arch_1_65589.arc,536172220,34,1
/arcbk/arch_1_65590.arc,536172248,34,1
/arcbk/arch_1_65591.arc,536172276,34,1
/arcbk/arch_1_65594.arc,2364308,34,1
/arcbk/arch_1_65595.arc,536172388,34,1
/arcbk/arch_1_65626.arc,536173256,34,1
/arcbk/arch_1_65627.arc,536173284,34,1
/arcbk/arch_1_65628.arc,536173312,34,1
/arcbk/arch_1_65629.arc,536173340,34,1
/arcbk/arch_1_65632.arc,536172912,34,1
/arcbk/arch_1_65637.arc,536173564,34,1
/arcbk/arch_1_65638.arc,536173592,34,1
/arcbk/arch_1_65639.arc,536173620,34,1
/arcbk/arch_1_65640.arc,536172624,34,1
/arcbk/arch_1_65641.arc,536173676,34,1
/arcbk/arch_1_65642.arc,536173704,34,1
/arcbk/arch_1_65643.arc,536173732,34,1
/arcbk/arch_1_65644.arc,536173760,34,1
/arcbk/arch_1_65645.arc,536173788,34,1
/arcbk/arch_1_65646.arc,536173816,34,1
/arcbk/arch_1_65647.arc,536173844,34,1
/arcbk/arch_1_65648.arc,536173872,34,1
/arcbk/arch_1_65649.arc,536173900,34,1
/arcbk/arch_1_65652.arc,446084,34,1
/arcbk/arch_1_65683.arc,536169732,34,1
/arcbk/arch_1_65684.arc,536174880,34,1
/arcbk/arch_1_65685.arc,536174908,34,1
/arcbk/arch_1_65686.arc,536174936,34,1
/arcbk/arch_1_65687.arc,536167284,34,1
/arcbk/arch_1_65688.arc,536174992,34,1
/arcbk/arch_1_65691.arc,536175076,34,1
/arcbk/arch_1_65692.arc,536173056,34,1
/arcbk/arch_1_65693.arc,536175132,34,1
/arcbk/arch_1_65694.arc,536175160,34,1
/arcbk/arch_1_65695.arc,536175188,34,1
/arcbk/arch_1_65709.arc,536175580,34,1
/arcbk/arch_1_65710.arc,536175608,34,1
/arcbk/arch_1_65711.arc,536175636,34,1
/arcbk/arch_1_65712.arc,536171568,34,1
/arcbk/arch_1_65713.arc,536175692,34,1
/arcbk/arch_1_65714.arc,536175720,34,1
/arcbk/arch_1_65762.arc,536177064,34,1
/arcbk/arch_1_65763.arc,536177092,34,1
/arcbk/arch_1_65764.arc,536177120,34,1
/arcbk/arch_1_65765.arc,536177148,34,1
/arcbk/arch_1_65766.arc,536174104,34,1
/arcbk/arch_1_65767.arc,536177204,34,1
/arcbk/arch_1_65768.arc,536177232,34,1
/arcbk/arch_1_65769.arc,536177260,34,1
/arcbk/arch_1_65770.arc,536177288,34,1
/arcbk/arch_1_65771.arc,536177316,34,1
/arcbk/arch_1_65772.arc,536176320,34,1
/arcbk/arch_1_65773.arc,536177372,34,1
/arcbk/arch_1_65774.arc,536177400,34,1
/arcbk/arch_1_65775.arc,536177428,34,1
/arcbk/arch_1_65776.arc,536177456,34,1
/arcbk/arch_1_65777.arc,536177484,34,1
/arcbk/arch_1_65778.arc,536177512,34,1
/arcbk/arch_1_65781.arc,806288,35,1
/arcbk/arch_1_65808.arc,536175448,35,1
/arcbk/arch_1_65809.arc,536178036,35,1
/arcbk/arch_1_65810.arc,536178576,35,1
/arcbk/arch_1_65811.arc,536178604,35,1
/arcbk/arch_1_65812.arc,536178632,35,1
/arcbk/arch_1_65813.arc,536178660,35,1
/arcbk/arch_1_65814.arc,536178688,35,1
/arcbk/arch_1_65815.arc,536178716,35,1
/arcbk/arch_1_65816.arc,536178744,35,1
/arcbk/arch_1_65817.arc,536178772,35,1
/arcbk/arch_1_65818.arc,536178800,35,1
/arcbk/arch_1_65819.arc,536178828,35,1
/arcbk/arch_1_65820.arc,536178856,35,1
/arcbk/arch_1_65821.arc,536178884,35,1
/arcbk/arch_1_65822.arc,536176864,35,1
/arcbk/arch_1_65823.arc,536178940,35,1
/arcbk/arch_1_65824.arc,536178968,35,1
/arcbk/arch_1_65827.arc,282168,35,1
/arcbk/arch_1_65854.arc,536176224,35,1
/arcbk/arch_1_65855.arc,536172668,35,1
/arcbk/arch_1_65856.arc,536179864,35,1
/arcbk/arch_1_65857.arc,536179892,35,1
/arcbk/arch_1_65858.arc,536179920,35,1
/arcbk/arch_1_65873.arc,536180340,35,1
/arcbk/arch_1_65879.arc,536180508,35,1
/arcbk/arch_1_65880.arc,536180536,35,1
/arcbk/arch_1_65881.arc,536180564,35,1
/arcbk/arch_1_65882.arc,536180592,35,1
/arcbk/arch_1_65883.arc,536180620,35,1
/arcbk/arch_1_65884.arc,536180648,35,1
/arcbk/arch_1_65885.arc,536180676,35,1
/arcbk/arch_1_65886.arc,536180704,35,1
/arcbk/arch_1_65887.arc,536180732,35,1
/arcbk/arch_1_65888.arc,536180248,35,1
/arcbk/arch_1_65889.arc,536180788,35,1
/arcbk/arch_1_65890.arc,536180816,35,1
/arcbk/arch_1_65891.arc,536180844,35,1
/arcbk/arch_1_65892.arc,536180872,35,1
/arcbk/arch_1_65897.arc,536181012,35,1
/arcbk/arch_1_65901.arc,291408,35,1
/arcbk/arch_1_65929.arc,536179860,35,1
/arcbk/arch_1_65930.arc,536181936,35,1
/arcbk/arch_1_65931.arc,536181964,35,1
/arcbk/arch_1_65932.arc,536181992,35,1
/arcbk/arch_1_65935.arc,536182076,35,1
/arcbk/arch_1_65936.arc,536182104,35,1
/arcbk/arch_1_65939.arc,536182188,35,1
/arcbk/arch_1_65940.arc,536182216,35,1
/arcbk/arch_1_65941.arc,536182244,35,1
/arcbk/arch_1_65942.arc,536181248,35,1
/arcbk/arch_1_65943.arc,536182300,35,1
/arcbk/arch_1_65948.arc,536179880,35,1
/arcbk/arch_1_65949.arc,536182468,35,1
/arcbk/arch_1_65950.arc,536179424,35,1
/arcbk/arch_1_65951.arc,536182524,35,1
/arcbk/arch_1_65954.arc,536174416,35,1
/arcbk/arch_1_65957.arc,403080,35,1
/arcbk/arch_1_65958.arc,536182720,35,1
/arcbk/arch_1_65985.arc,536183476,35,1
/arcbk/arch_1_65986.arc,536176336,35,1
/arcbk/arch_1_65987.arc,536183532,35,1
/arcbk/arch_1_65988.arc,536183560,35,1
/arcbk/arch_1_65989.arc,536183588,35,1
/arcbk/arch_1_65990.arc,536183616,35,1
/arcbk/arch_1_65991.arc,536183644,35,1
/arcbk/arch_1_65992.arc,536183672,35,1
/arcbk/arch_1_65993.arc,536183700,35,1
/arcbk/arch_1_65994.arc,536183728,35,1
/arcbk/arch_1_65995.arc,536183756,35,1
/arcbk/arch_1_65999.arc,536183868,35,1
/arcbk/arch_1_66000.arc,536179800,35,1
/arcbk/arch_1_66001.arc,536183924,35,1
/arcbk/arch_1_66002.arc,536183952,35,1
/arcbk/arch_1_66003.arc,536183980,35,1
/arcbk/arch_1_66004.arc,536184008,35,1
/arcbk/arch_1_66005.arc,536184036,35,1
/arcbk/arch_1_66011.arc,536184204,35,1
/arcbk/arch_1_66012.arc,536184232,35,1
/arcbk/arch_1_66013.arc,536184260,35,1
/arcbk/arch_1_66018.arc,536183888,35,1
/arcbk/arch_1_66019.arc,536184428,35,1
/arcbk/arch_1_66020.arc,536180872,35,1
/arcbk/arch_1_66046.arc,536185184,35,1
/arcbk/arch_1_66047.arc,536181116,35,1
/arcbk/arch_1_66048.arc,536183192,35,1
/arcbk/arch_1_66049.arc,536185268,35,1
/arcbk/arch_1_66068.arc,536185456,36,1
/arcbk/arch_1_66082.arc,536186360,36,1
/arcbk/arch_1_66083.arc,536186388,36,1
/arcbk/arch_1_66084.arc,536186416,36,1
/arcbk/arch_1_66085.arc,536186444,36,1
/arcbk/arch_1_66099.arc,536186836,36,1
/arcbk/arch_1_66103.arc,536186948,36,1
/arcbk/arch_1_66104.arc,536186976,36,1
/arcbk/arch_1_66105.arc,536187004,36,1
/arcbk/arch_1_66106.arc,536187032,36,1
/arcbk/arch_1_66115.arc,536187284,36,1
/arcbk/arch_1_66116.arc,536187312,36,1
/arcbk/arch_1_66154.arc,536188376,36,1
/arcbk/arch_1_66155.arc,536183284,36,1
/arcbk/arch_1_66156.arc,536188432,36,1
/arcbk/arch_1_66157.arc,536187948,36,1
/arcbk/arch_1_66158.arc,536187976,36,1
/arcbk/arch_1_66159.arc,536188516,36,1
/arcbk/arch_1_66160.arc,536188544,36,1
/arcbk/arch_1_66161.arc,536188572,36,1
/arcbk/arch_1_66162.arc,536188600,36,1
/arcbk/arch_1_66163.arc,536188628,36,1
/arcbk/arch_1_66164.arc,536187120,36,1
/arcbk/arch_1_66165.arc,536188684,36,1
/arcbk/arch_1_66166.arc,536188712,36,1
/arcbk/arch_1_66167.arc,536188740,36,1
/arcbk/arch_1_66168.arc,536188768,36,1
/arcbk/arch_1_66169.arc,536188796,36,1
/arcbk/arch_1_66170.arc,536188824,36,1
/arcbk/arch_1_66171.arc,536188852,36,1
/arcbk/arch_1_66172.arc,536188880,36,1
/arcbk/arch_1_66173.arc,536188908,36,1
/arcbk/arch_1_66176.arc,536183872,36,1
/arcbk/arch_1_66179.arc,3051864,36,1
/arcbk/arch_1_66180.arc,536189104,36,1
/arcbk/arch_1_66181.arc,536189132,36,1
/arcbk/arch_1_66187.arc,536184692,36,1
/arcbk/arch_1_66188.arc,536189328,36,1
/arcbk/arch_1_66189.arc,536189356,36,1
/arcbk/arch_1_66190.arc,536189384,36,1
/arcbk/arch_1_66191.arc,536189412,36,1
/arcbk/arch_1_66222.arc,536190280,36,1
/arcbk/arch_1_66223.arc,536190308,36,1
/arcbk/arch_1_66234.arc,536190616,36,1
/arcbk/arch_1_66237.arc,536190700,36,1
/arcbk/arch_1_66238.arc,536190728,36,1
/arcbk/arch_1_66239.arc,536190756,36,1
/arcbk/arch_1_66242.arc,1614644,36,1
/arcbk/arch_1_66243.arc,536190868,36,1
/arcbk/arch_1_66244.arc,536190896,36,1
/arcbk/arch_1_66245.arc,536190924,36,1
/arcbk/arch_1_66246.arc,536190440,36,1
/arcbk/arch_1_66247.arc,536190980,36,1
/arcbk/arch_1_66248.arc,536191008,36,1
/arcbk/arch_1_66249.arc,536191036,36,1
/arcbk/arch_1_66254.arc,536191176,36,1
/arcbk/arch_1_66255.arc,536190180,36,1
/arcbk/arch_1_66256.arc,536191232,36,1
/arcbk/arch_1_66257.arc,536191260,36,1
/arcbk/arch_1_66260.arc,536191344,36,1
/arcbk/arch_1_66296.arc,536192352,36,1
/arcbk/arch_1_66297.arc,536192380,36,1
/arcbk/arch_1_66298.arc,536183704,36,1
/arcbk/arch_1_66299.arc,536192436,36,1
/arcbk/arch_1_66302.arc,2257980,36,1
/arcbk/arch_1_66303.arc,536192548,36,1
/arcbk/arch_1_66304.arc,536189504,36,1
/arcbk/arch_1_66305.arc,536192604,36,1
/arcbk/arch_1_66306.arc,536192632,36,1
/arcbk/arch_1_66307.arc,536190612,36,1
/arcbk/arch_1_66308.arc,536192688,36,1
/arcbk/arch_1_66309.arc,536189644,36,1
/arcbk/arch_1_66310.arc,536192744,36,1
/arcbk/arch_1_66335.arc,536193444,36,1
/arcbk/arch_1_66336.arc,536193472,36,1
/arcbk/arch_1_66337.arc,536193500,36,1
/arcbk/arch_1_66338.arc,536193528,36,1
/arcbk/arch_1_66339.arc,536193724,37,1
/arcbk/arch_1_66340.arc,536193752,37,1
/arcbk/arch_1_66341.arc,536192756,37,1
/arcbk/arch_1_66342.arc,536193808,37,1
/arcbk/arch_1_66343.arc,536193836,37,1
/arcbk/arch_1_66344.arc,536193864,37,1
/arcbk/arch_1_66404.arc,536195544,37,1
/arcbk/arch_1_66405.arc,536195572,37,1
/arcbk/arch_1_66406.arc,536194576,37,1
/arcbk/arch_1_66407.arc,536194092,37,1
/arcbk/arch_1_66408.arc,536195656,37,1
/arcbk/arch_1_66433.arc,536196356,37,1
/arcbk/arch_1_66434.arc,536196384,37,1
/arcbk/arch_1_66435.arc,536194364,37,1
/arcbk/arch_1_66444.arc,536196664,37,1
/arcbk/arch_1_66445.arc,536196692,37,1
/arcbk/arch_1_66449.arc,536196804,37,1
/arcbk/arch_1_66457.arc,536197028,37,1
/arcbk/arch_1_66458.arc,536197056,37,1
/arcbk/arch_1_66459.arc,536196060,37,1
/arcbk/arch_1_66460.arc,536197112,37,1
/arcbk/arch_1_66461.arc,536197140,37,1
/arcbk/arch_1_66465.arc,742820,37,1
/arcbk/arch_1_66468.arc,536197336,37,1
/arcbk/arch_1_66471.arc,536197420,37,1
/arcbk/arch_1_66472.arc,536197448,37,1
/arcbk/arch_1_66473.arc,536197476,37,1
/arcbk/arch_1_66477.arc,536197588,37,1
/arcbk/arch_1_66480.arc,536197672,37,1
/arcbk/arch_1_66515.arc,536198652,37,1
/arcbk/arch_1_66516.arc,536198680,37,1
/arcbk/arch_1_66519.arc,536198764,37,1
/arcbk/arch_1_66522.arc,536198848,37,1
/arcbk/arch_1_66523.arc,536198876,37,1
/arcbk/arch_1_66524.arc,536191736,37,1
/arcbk/arch_1_66529.arc,536199044,37,1
/arcbk/arch_1_66576.arc,536200360,37,1
/arcbk/arch_1_66580.arc,536200472,37,1
/arcbk/arch_1_66598.arc,536200976,37,1
/arcbk/arch_1_66599.arc,536201004,37,1
/arcbk/arch_1_66600.arc,536201032,37,1
/arcbk/arch_1_66664.arc,536202992,38,1
/arcbk/arch_1_66753.arc,19990408,38,1
/arcbk/arch_1_66754.arc,536205512,38,1
/arcbk/arch_1_66755.arc,536205540,38,1
/arcbk/arch_1_66778.arc,536206184,38,1
/arcbk/arch_1_66779.arc,536206212,38,1
/arcbk/arch_1_66780.arc,536206240,38,1
/arcbk/arch_1_66781.arc,536206268,38,1
/arcbk/arch_1_66782.arc,536206296,38,1
/arcbk/arch_1_66788.arc,536204416,38,1
/arcbk/arch_1_66793.arc,536206604,38,1
/arcbk/arch_1_66796.arc,536206688,38,1
/arcbk/arch_1_66797.arc,536204668,38,1
/arcbk/arch_1_66798.arc,536206744,38,1
/arcbk/arch_1_66799.arc,536206772,38,1
/arcbk/arch_1_66802.arc,536206856,38,1
/arcbk/arch_1_66803.arc,536206884,38,1
/arcbk/arch_1_66806.arc,536206968,38,1
/arcbk/arch_1_66889.arc,536209292,38,1
/arcbk/arch_1_66890.arc,536204200,38,1
/arcbk/arch_1_66891.arc,536209348,38,1
/arcbk/arch_1_66892.arc,536209376,38,1
/arcbk/arch_1_66893.arc,536209404,38,1
/arcbk/arch_1_66894.arc,536209432,38,1
/arcbk/arch_1_66895.arc,536209460,38,1
/arcbk/arch_1_66896.arc,536209488,38,1
/arcbk/arch_1_66897.arc,536209516,38,1
/arcbk/arch_1_66898.arc,536209544,38,1
/arcbk/arch_1_66899.arc,536207692,39,1
/arcbk/arch_1_66900.arc,536209768,39,1
/arcbk/arch_1_66901.arc,536209796,39,1
/arcbk/arch_1_66902.arc,536209824,39,1
/arcbk/arch_1_66903.arc,536209852,39,1
/arcbk/arch_1_66904.arc,536209880,39,1
/arcbk/arch_1_66905.arc,536209908,39,1
/arcbk/arch_1_66906.arc,536209936,39,1
/arcbk/arch_1_67033.arc,536213492,39,1
